ResponseTimestamp,VehicleRef,Latitude,Longitude,Destination,Origin
2024-04-24T09:00:21.042-04:00,MTA NYCT_9576,40.786148,-73.957043,SOHO CENTRE ST via 5 AV/ via BROADWAY,MTA_405284
2024-04-24T09:00:21.042-04:00,MTA NYCT_9583,40.796206,-73.949703,EAST VILLAGE 8 ST via 5 AV,MTA_405284
2024-04-24T09:00:21.042-04:00,MTA NYCT_9482,40.760792,-73.973441,HARLEM 147 ST via MADISON AV,MTA_405527
2024-04-24T09:00:21.042-04:00,MTA NYCT_9495,40.808955,-73.940397,SOHO CENTRE ST via 5 AV/ via BROADWAY,MTA_405284
2024-04-24T09:00:21.042-04:00,MTA NYCT_9575,40.751034,-73.980572,HARLEM 147 ST via MADISON AV,MTA_400080
2024-04-24T09:00:21.042-04:00,MTA NYCT_9573,40.770758,-73.966177,HARLEM 147 ST via MADISON AV,MTA_400080
2024-04-24T09:00:21.042-04:00,MTA NYCT_9578,40.744409,-73.985397,HARLEM 147 ST via MADISON AV,MTA_405527
2024-04-24T09:00:21.042-04:00,MTA NYCT_9484,40.752507,-73.981588,EAST VILLAGE 8 ST via 5 AV,MTA_405284
2024-04-24T09:00:21.042-04:00,MTA NYCT_9579,40.734013,-73.989854,HARLEM 147 ST via MADISON AV,MTA_400080
2024-04-24T09:00:21.042-04:00,MTA NYCT_9499,40.735222,-73.994169,LIMITED SOHO CENTRE ST via 5 AV/BROADWAY,MTA_405284
2024-04-24T09:00:21.042-04:00,MTA NYCT_9488,40.753103,-73.981153,LIMITED SOHO CENTRE ST via 5 AV/BROADWAY,MTA_405284
2024-04-24T09:00:51.955-04:00,MTA NYCT_9498,40.720696,-73.997726,HARLEM 147 ST via MADISON AV,MTA_400080
2024-04-24T09:00:51.955-04:00,MTA NYCT_9462,40.821272,-73.936133,HARLEM 147 ST via MADISON AV,MTA_400080
2024-04-24T09:00:51.955-04:00,MTA NYCT_9565,40.735841,-73.993725,EAST VILLAGE 8 ST via 5 AV,MTA_405284
2024-04-24T09:00:51.955-04:00,MTA NYCT_9582,40.7311,-73.990429,HARLEM 147 ST via MADISON AV,MTA_400080
2024-04-24T09:00:51.955-04:00,MTA NYCT_9482,40.761294,-73.973072,HARLEM 147 ST via MADISON AV,MTA_405527
2024-04-24T09:00:51.955-04:00,MTA NYCT_9477,40.767177,-73.970881,EAST VILLAGE 8 ST via 5 AV,MTA_405284
2024-04-24T09:00:51.955-04:00,MTA NYCT_9573,40.77149,-73.965641,HARLEM 147 ST via MADISON AV,MTA_400080
2024-04-24T09:00:51.955-04:00,MTA NYCT_9469,40.812044,-73.936198,HARLEM 147 ST via MADISON AV,MTA_400080
2024-04-24T09:00:51.955-04:00,MTA NYCT_9578,40.745145,-73.984859,HARLEM 147 ST via MADISON AV,MTA_405527
2024-04-24T09:00:51.955-04:00,MTA NYCT_9484,40.749977,-73.983438,EAST VILLAGE 8 ST via 5 AV,MTA_405284
2024-04-24T09:00:51.955-04:00,MTA NYCT_9576,40.786011,-73.957143,SOHO CENTRE ST via 5 AV/ via BROADWAY,MTA_405284
2024-04-24T09:00:51.955-04:00,MTA NYCT_9495,40.80867,-73.940605,SOHO CENTRE ST via 5 AV/ via BROADWAY,MTA_405284
2024-04-24T09:00:51.955-04:00,MTA NYCT_9583,40.796108,-73.949775,EAST VILLAGE 8 ST via 5 AV,MTA_405284
2024-04-24T09:00:51.955-04:00,MTA NYCT_9575,40.751399,-73.980302,HARLEM 147 ST via MADISON AV,MTA_400080
2024-04-24T09:00:51.955-04:00,MTA NYCT_9586,40.821593,-73.9369,HARLEM 147 ST via MADISON AV,MTA_400080
2024-04-24T09:00:51.955-04:00,MTA NYCT_9490,40.777393,-73.96343,LIMITED SOHO CENTRE ST via 5 AV/BROADWAY,MTA_405284
2024-04-24T09:00:51.955-04:00,MTA NYCT_9468,40.791432,-73.951091,HARLEM 147 ST via MADISON AV,MTA_400080
2024-04-24T09:00:51.955-04:00,MTA NYCT_9579,40.734674,-73.989966,HARLEM 147 ST via MADISON AV,MTA_400080
2024-04-24T09:00:51.955-04:00,MTA NYCT_9473,40.730373,-73.992575,LIMITED SOHO CENTRE ST via 5 AV/BROADWAY,MTA_405284
2024-04-24T09:00:51.955-04:00,MTA NYCT_9489,40.760789,-73.975546,LIMITED SOHO CENTRE ST via 5 AV/BROADWAY,MTA_405284
2024-04-24T09:00:51.955-04:00,MTA NYCT_9499,40.735222,-73.994169,LIMITED SOHO CENTRE ST via 5 AV/BROADWAY,MTA_405284
2024-04-24T09:00:51.955-04:00,MTA NYCT_9488,40.751568,-73.982282,LIMITED SOHO CENTRE ST via 5 AV/BROADWAY,MTA_405284
2024-04-24T09:01:22.663-04:00,MTA NYCT_9578,40.745542,-73.984567,HARLEM 147 ST via MADISON AV,MTA_405527
2024-04-24T09:01:22.663-04:00,MTA NYCT_9498,40.720696,-73.997726,HARLEM 147 ST via MADISON AV,MTA_400080
2024-04-24T09:01:22.663-04:00,MTA NYCT_9462,40.821272,-73.936133,HARLEM 147 ST via MADISON AV,MTA_400080
2024-04-24T09:01:22.663-04:00,MTA NYCT_9477,40.766933,-73.971062,EAST VILLAGE 8 ST via 5 AV,MTA_405284
2024-04-24T09:01:22.663-04:00,MTA NYCT_9468,40.792046,-73.950638,HARLEM 147 ST via MADISON AV,MTA_400080
2024-04-24T09:01:22.663-04:00,MTA NYCT_9582,40.7311,-73.990429,HARLEM 147 ST via MADISON AV,MTA_400080
2024-04-24T09:01:22.663-04:00,MTA NYCT_9490,40.776957,-73.963747,LIMITED SOHO CENTRE ST via 5 AV/BROADWAY,MTA_405284
2024-04-24T09:01:22.663-04:00,MTA NYCT_9575,40.751795,-73.980013,HARLEM 147 ST via MADISON AV,MTA_400080
